sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
208268,https://sofifa.com/player/208268/bryan-cristante/20/159586,B. Cristante,Bryan Cristante,24,1995-03-03,186,80,Italy,Roma,78,84,14000000,37000,"CM, CDM, CAM",Right,2,3,3,Medium/Medium,Lean,No,26600000,,SUB,4,,2019-02-28,2023,SUB,2,58,72,75,75,74,76,,,,,,,Leadership,68,68,73,81,67,76,65,62,78,80,60,56,63,75,54,80,57,78,76,77,76,72,76,74,58,74,74,77,72,3,5,3,3,5,73+2,73+2,73+2,72+2,74+2,74+2,74+2,72+2,74+2,74+2,74+2,73+2,77+2,77+2,77+2,73+2,73+2,76+2,76+2,76+2,73+2,72+2,74+2,74+2,74+2,72+2
212501,https://sofifa.com/player/212501/leander-dendoncker/20/159586,L. Dendoncker,Leander Dendoncker,24,1995-04-15,189,88,Belgium,Wolverhampton Wanderers,78,84,14000000,66000,"CM, CB",Right,2,4,2,High/High,Normal,Yes,29400000,#Engine,RCM,32,,2019-07-01,2023,SUB,22,67,72,77,71,78,83,,,,,,,"Long Throw-in, Diver",75,66,78,79,71,72,73,71,78,75,59,73,58,73,55,85,71,86,85,76,75,78,76,76,55,76,77,79,76,14,8,14,14,6,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,73+2,73+2,73+2,73+2,76+2,76+2,76+2,73+2,76+2,77+2,77+2,77+2,76+2,76+2,77+2,77+2,77+2,76+2
218339,https://sofifa.com/player/218339/mahmoud-dahoud/20/159586,M. Dahoud,Mahmoud Dahoud,23,1996-01-01,178,68,Germany,Borussia Dortmund,78,84,14000000,58000,"CM, CDM",Right,2,4,4,High/High,Lean,Yes,25900000,#Engine,SUB,8,,2017-07-01,2022,,,73,66,75,84,64,68,,,,,,,"Selfish, Argues with Officials, Crowd Favourite",67,58,43,80,59,84,68,53,74,82,78,68,87,77,88,81,71,89,57,73,68,77,66,80,55,62,72,59,52,14,7,9,12,11,68+2,68+2,68+2,75+2,74+2,74+2,74+2,75+2,76+2,76+2,76+2,76+2,77+2,77+2,77+2,76+2,72+2,73+2,73+2,73+2,72+2,69+2,64+2,64+2,64+2,69+2
221491,https://sofifa.com/player/221491/nico-elvedi/20/159586,N. Elvedi,Nico Elvedi,22,1996-09-30,189,78,Switzerland,Borussia Mönchengladbach,78,84,13000000,24000,"CB, RB, LB",Right,2,3,3,Medium/Medium,Normal,Yes,24700000,,LCB,30,,2015-07-01,2021,LCB,4,71,34,62,69,78,75,,,,,,,,65,30,79,73,30,69,45,29,55,72,65,75,64,75,54,42,73,75,77,31,69,79,53,59,37,65,76,81,76,9,15,10,12,9,57+2,57+2,57+2,62+2,60+2,60+2,60+2,62+2,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,73+2,72+2,72+2,72+2,73+2,74+2,76+2,76+2,76+2,74+2
223334,https://sofifa.com/player/223334/joelinton-apolinario-de-lira/20/159586,Joelinton,Joelinton Apolinário de Lira,22,1996-08-14,186,81,Brazil,Newcastle United,78,84,14500000,41000,"ST, CAM",Right,1,4,3,High/Medium,Normal,Yes,30500000,,RS,9,,2019-07-23,2024,,,78,75,60,76,43,81,,,,,,,Crowd Favourite,44,80,74,73,67,77,52,38,56,78,77,79,69,72,67,81,76,75,85,62,78,45,77,64,61,73,29,48,38,9,13,8,13,13,76+2,76+2,76+2,72+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,71+2,67+2,67+2,67+2,71+2,58+2,59+2,59+2,59+2,58+2,56+2,57+2,57+2,57+2,56+2
226766,https://sofifa.com/player/226766/daniel-castelo-podence/20/159586,Daniel Podence,Daniel Castelo Podence,23,1995-10-21,163,65,Portugal,Olympiacos CFP,78,84,14000000,1000,"LM, RM, CAM",Right,1,4,4,High/Medium,Normal,No,32200000,"#Speedster, #Acrobat",LM,10,,2018-07-10,2023,,,93,63,70,84,33,51,,,,,,,"Selfish, Early Crosser, Speed Dribbler (CPU AI Only), Crowd Favourite",63,64,42,74,57,84,75,42,66,81,94,92,92,77,94,65,66,76,30,55,67,21,76,77,63,78,42,30,29,14,14,8,7,15,68+2,68+2,68+2,77+2,76+2,76+2,76+2,77+2,77+2,77+2,77+2,77+2,69+2,69+2,69+2,77+2,58+2,54+2,54+2,54+2,58+2,54+2,43+2,43+2,43+2,54+2
229773,https://sofifa.com/player/229773/georgiy-dzhikiya/20/159586,G. Dzhikiya,Georgiy Dzhikiya,25,1993-11-21,188,86,Russia,Spartak Moscow,78,84,12500000,1000,CB,Left,1,3,2,High/High,Normal,No,30000000,#Strength,LCB,14,,2017-01-25,2022,CB,14,82,53,61,64,78,81,,,,,,,Injury Prone,58,43,64,65,26,69,60,73,67,58,90,75,55,72,65,74,70,72,86,60,80,78,65,50,45,73,82,77,85,12,14,13,12,12,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,72+2,72+2,72+2,72+2,72+2,73+2,76+2,76+2,76+2,73+2
236295,https://sofifa.com/player/236295/aaron-martin-caricol/20/159586,Aarón Martín,Aarón Martín Caricol,22,1997-04-22,178,68,Spain,1. FSV Mainz 05,78,84,12500000,24000,LB,Left,1,3,3,High/Medium,Lean,Yes,23800000,,LB,3,,2018-11-05,2023,,,72,47,73,76,77,65,,,,,,,"Injury Prone, Dives Into Tackles (CPU AI Only)",85,36,71,77,40,75,75,54,67,77,76,69,76,77,72,64,61,81,60,55,60,78,63,64,43,74,77,78,77,11,14,10,12,12,63+2,63+2,63+2,69+2,67+2,67+2,67+2,69+2,68+2,68+2,68+2,72+2,71+2,71+2,71+2,72+2,77+2,74+2,74+2,74+2,77+2,77+2,73+2,73+2,73+2,77+2
237239,https://sofifa.com/player/237239/enis-bardhi/20/159586,E. Bardhi,Enis Bardhi,23,1995-07-02,172,64,FYR Macedonia,Levante UD,78,84,14000000,23000,"CM, LM, CAM",Right,1,4,4,Medium/Medium,Normal,Yes,32200000,#FK Specialist,LCM,10,,2017-07-17,2022,,,72,81,78,80,63,56,,,,,,,"Argues with Officials, Speed Dribbler (CPU AI Only)",78,79,52,78,81,79,89,91,75,82,75,69,78,80,86,85,45,76,44,84,62,66,75,75,78,80,63,65,63,12,13,8,12,6,74+2,74+2,74+2,78+2,77+2,77+2,77+2,78+2,78+2,78+2,78+2,77+2,76+2,76+2,76+2,77+2,72+2,70+2,70+2,70+2,72+2,70+2,62+2,62+2,62+2,70+2
239433,https://sofifa.com/player/239433/nemanja-maksimovic/20/159586,N. Maksimović,Nemanja Maksimović,24,1995-01-26,189,78,Serbia,Getafe CF,78,84,14000000,22000,"CM, CDM",Right,1,3,3,High/High,Normal,Yes,32200000,,RDM,20,,2018-07-16,2024,,,62,67,74,71,76,74,,,,,,,,61,70,69,79,49,70,63,72,76,76,60,64,62,82,60,66,73,77,73,69,71,80,72,79,50,78,76,79,70,14,10,15,15,13,70+2,70+2,70+2,71+2,72+2,72+2,72+2,71+2,73+2,73+2,73+2,72+2,76+2,76+2,76+2,72+2,73+2,77+2,77+2,77+2,73+2,73+2,75+2,75+2,75+2,73+2
240289,https://sofifa.com/player/240289/fernando-calero-villa/20/159586,Calero,Fernando Calero Villa,23,1995-09-14,183,71,Spain,RCD Espanyol,78,84,13000000,23000,CB,Right,1,4,3,High/Medium,Lean,Yes,29900000,,LCB,24,,2019-08-09,2024,,,72,46,69,71,79,76,,,,,,,,62,42,74,76,45,68,62,40,76,75,70,73,74,78,68,62,85,77,75,37,73,79,50,65,43,78,79,80,76,11,13,7,14,7,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,67+2,70+2,70+2,70+2,67+2,74+2,76+2,76+2,76+2,74+2,75+2,77+2,77+2,77+2,75+2
203042,https://sofifa.com/player/203042/jack-butland/20/159586,J. Butland,Jack Butland,26,1993-03-10,196,95,England,Stoke City,78,83,10000000,29000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,19800000,,GK,1,,2013-01-31,2021,SUB,13,,,,,,,80,74,70,82,56,78,"Diver, Avoids Using Weaker Foot, Acrobatic Clearance",11,16,12,40,12,21,12,14,30,36,58,55,55,73,50,53,76,40,79,13,40,27,16,40,42,62,23,13,11,80,74,70,78,82,,,,,,,,,,,,,,,,,,,,,,,,,,
208777,https://sofifa.com/player/208777/oliver-torres-munoz/20/159586,Óliver Torres,Óliver Torres Muñoz,24,1994-11-10,175,63,Spain,Sevilla FC,78,83,13500000,17000,CM,Right,3,4,3,High/Medium,Normal,No,29400000,,SUB,21,,2019-07-15,2024,,,67,66,78,82,63,52,,,,,,,"Selfish, Leadership, Finesse Shot, Crowd Favourite",73,66,52,81,63,83,77,64,77,84,70,65,78,76,78,65,51,76,37,67,58,67,74,80,65,81,65,63,58,7,7,14,6,8,68+3,68+3,68+3,76+3,75+3,75+3,75+3,76+3,77+3,77+3,77+3,76+3,77+3,77+3,77+3,76+3,71+3,70+3,70+3,70+3,71+3,68+3,61+3,61+3,61+3,68+3
209519,https://sofifa.com/player/209519/gaetan-laborde/20/159586,G. Laborde,Gaëtan  Laborde,25,1994-05-03,181,78,France,Montpellier HSC,78,83,14000000,36000,ST,Left,1,3,3,High/Medium,Normal,No,27700000,,RS,10,,2018-08-16,2022,,,72,76,67,75,34,79,,,,,,,,64,79,81,74,77,76,68,52,61,74,70,74,73,77,64,78,85,80,80,69,72,24,77,68,66,72,37,29,16,14,15,9,14,9,76+2,76+2,76+2,73+2,74+2,74+2,74+2,73+2,73+2,73+2,73+2,73+2,67+2,67+2,67+2,73+2,54+2,54+2,54+2,54+2,54+2,51+2,50+2,50+2,50+2,51+2
212616,https://sofifa.com/player/212616/rodrigo-javier-de-paul/20/159586,R. De Paul,Rodrigo Javier De Paul,25,1994-05-24,178,70,Argentina,Udinese,78,83,14000000,21000,"CF, CM, LW",Right,1,3,4,Medium/Medium,Normal,No,24900000,,LCM,10,,2016-07-27,2023,SUB,16,75,73,78,82,35,63,,,,,,,"Beat Offside Trap, Leadership, Argues with Officials, Finesse Shot, Crowd Favourite",77,70,50,80,57,84,80,68,75,83,78,72,77,73,73,79,58,69,64,79,56,28,76,80,70,78,24,44,40,13,12,10,7,14,72+2,72+2,72+2,78+2,77+2,77+2,77+2,78+2,78+2,78+2,78+2,77+2,73+2,73+2,73+2,77+2,60+2,58+2,58+2,58+2,60+2,56+2,47+2,47+2,47+2,56+2
212626,https://sofifa.com/player/212626/davie-selke/20/159586,D. Selke,Davie Selke,24,1995-01-20,194,84,Germany,Hertha BSC,78,83,14000000,29000,ST,Right,1,3,3,High/Medium,Lean,Yes,24900000,#Aerial Threat,SUB,27,,2017-07-01,2022,,,76,76,53,72,43,76,,,,,,,,40,80,78,63,76,71,65,29,44,76,74,78,68,78,69,79,70,74,76,65,82,29,81,58,72,66,52,39,17,12,11,7,11,14,76+2,76+2,76+2,69+2,73+2,73+2,73+2,69+2,69+2,69+2,69+2,68+2,62+2,62+2,62+2,68+2,53+2,54+2,54+2,54+2,53+2,52+2,54+2,54+2,54+2,52+2
212811,https://sofifa.com/player/212811/mario-lemina/20/159586,M. Lemina,Mario Lemina,25,1993-09-01,184,85,Gabon,Southampton,78,83,13500000,53000,"CM, CDM",Right,2,3,3,Medium/Medium,Normal,Yes,26700000,,SUB,18,,2017-08-08,2022,,,72,68,76,78,72,72,,,,,,,"Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",72,57,68,82,68,80,72,68,77,81,69,75,68,73,72,81,46,75,73,78,70,72,71,74,68,68,72,73,69,12,9,15,8,16,71+2,71+2,71+2,74+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,75+2,76+2,76+2,76+2,75+2,74+2,75+2,75+2,75+2,74+2,73+2,71+2,71+2,71+2,73+2
213135,https://sofifa.com/player/213135/divock-origi/20/159586,D. Origi,Divock Origi,24,1995-04-18,188,75,Belgium,Liverpool,78,83,14000000,77000,ST,Right,2,4,4,High/Medium,Normal,Yes,27000000,,SUB,27,,2014-07-29,2022,SUB,17,82,76,67,75,27,74,,,,,,,Selfish,69,77,75,74,70,76,54,40,59,76,78,85,72,77,66,81,76,70,77,70,69,28,78,69,65,75,16,24,18,15,13,16,11,15,77+2,77+2,77+2,75+2,76+2,76+2,76+2,75+2,74+2,74+2,74+2,74+2,67+2,67+2,67+2,74+2,54+2,51+2,51+2,51+2,54+2,51+2,46+2,46+2,46+2,51+2
213629,https://sofifa.com/player/213629/erick-pulgar/20/159586,E. Pulgar,Erick Pulgar,25,1994-01-15,187,74,Chile,Fiorentina,78,83,12500000,45000,"CDM, CM",Right,1,3,3,Medium/High,Lean,No,22200000,,LCM,7,,2019-08-09,2024,CDM,13,64,61,75,74,76,78,,,,,,,,69,49,69,78,54,74,77,71,75,78,65,63,67,74,68,78,79,83,75,68,79,73,58,75,75,78,79,78,74,12,12,11,15,11,66+2,66+2,66+2,68+2,69+2,69+2,69+2,68+2,71+2,71+2,71+2,70+2,74+2,74+2,74+2,70+2,74+2,76+2,76+2,76+2,74+2,74+2,75+2,75+2,75+2,74+2
214092,https://sofifa.com/player/214092/alexey-miranchuk/20/159586,A. Miranchuk,Aleksey Miranchuk,23,1995-10-17,182,74,Russia,Lokomotiv Moscow,78,83,14000000,1000,"CAM, ST",Left,1,2,3,Medium/Medium,Lean,No,30500000,,CAM,59,,2012-07-01,2021,SUB,15,74,66,78,79,31,62,,,,,,,"Selfish, Finesse Shot, Crowd Favourite",72,67,57,81,62,80,74,78,74,80,73,75,77,75,74,65,58,75,64,65,43,36,72,82,64,76,22,28,29,8,8,9,12,15,70+2,70+2,70+2,75+2,74+2,74+2,74+2,75+2,76+2,76+2,76+2,76+2,72+2,72+2,72+2,76+2,58+2,56+2,56+2,56+2,58+2,54+2,44+2,44+2,44+2,54+2
214394,https://sofifa.com/player/214394/wilmar-barrios/20/159586,W. Barrios,Wílmar Enrique Barrios Terán,25,1993-10-16,179,71,Colombia,Colombia,78,83,0,0,"CDM, CM",Right,1,3,3,Medium/High,Lean,No,,,,,,,,LCM,5,73,38,65,69,79,82,,,,,,,Injury Prone,59,30,59,78,22,66,31,31,65,69,76,71,75,77,73,53,78,93,77,39,84,80,60,65,32,76,85,81,74,13,14,13,15,16,58+2,58+2,58+2,63+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,67+2,69+2,69+2,69+2,67+2,75+2,77+2,77+2,77+2,75+2,76+2,77+2,77+2,77+2,76+2
214979,https://sofifa.com/player/214979/juan-musso/20/159586,J. Musso,Juan Musso,25,1994-05-06,191,93,Argentina,Udinese,78,83,10000000,14000,GK,Right,1,3,1,Medium/Medium,Stocky,No,17800000,,GK,1,,2018-07-13,2023,SUB,23,,,,,,,80,77,74,81,44,79,,20,18,15,31,15,16,16,12,24,20,46,42,32,59,39,56,51,35,70,14,27,18,19,48,25,67,12,14,16,80,77,74,79,81,,,,,,,,,,,,,,,,,,,,,,,,,,
215399,https://sofifa.com/player/215399/ruben-miguel-nunes-vezo/20/159586,Rúben Vezo,Rúben Miguel Nunes Vezo,25,1994-04-25,183,80,Portugal,Levante UD,78,83,12500000,23000,"CB, RB",Right,1,2,2,Medium/Medium,Normal,Yes,27200000,,RCB,14,,2019-07-01,2024,,,75,54,63,63,79,75,,,,,,,,65,53,74,69,51,57,57,32,68,67,74,76,68,73,70,59,83,69,76,55,77,79,45,55,50,70,78,81,80,11,6,12,9,14,61+2,61+2,61+2,62+2,61+2,61+2,61+2,62+2,61+2,61+2,61+2,63+2,65+2,65+2,65+2,63+2,72+2,73+2,73+2,73+2,72+2,74+2,77+2,77+2,77+2,74+2
219792,https://sofifa.com/player/219792/baptiste-santamaria/20/159586,B. Santamaria,Baptiste Santamaria,24,1995-03-09,183,73,France,Angers SCO,78,83,12500000,21000,"CDM, CM",Right,1,2,3,Medium/Medium,Lean,No,25900000,,CM,18,,2016-07-01,2022,,,64,63,73,77,75,73,,,,,,,,64,64,62,81,42,76,48,59,79,81,63,64,72,73,69,73,70,87,67,62,70,75,61,74,46,67,77,78,77,7,7,13,7,8,68+2,68+2,68+2,70+2,71+2,71+2,71+2,70+2,73+2,73+2,73+2,72+2,76+2,76+2,76+2,72+2,75+2,77+2,77+2,77+2,75+2,74+2,73+2,73+2,73+2,74+2
220523,https://sofifa.com/player/220523/yerry-mina/20/159586,Y. Mina,Yerry Mina,24,1994-09-23,195,94,Colombia,Everton,78,83,12500000,59000,CB,Right,1,3,2,Medium/Medium,Normal,Yes,24700000,"#Aerial Threat, #Strength",LCB,13,,2018-08-09,2023,RCB,13,51,54,55,56,78,80,,,,,,,Long Passer (CPU AI Only),43,51,86,70,41,60,38,30,52,53,45,56,50,72,32,70,70,66,88,50,80,75,48,54,53,78,76,79,75,10,8,12,9,12,61+2,61+2,61+2,54+2,57+2,57+2,57+2,54+2,57+2,57+2,57+2,56+2,60+2,60+2,60+2,56+2,65+2,69+2,69+2,69+2,65+2,67+2,76+2,76+2,76+2,67+2
224309,https://sofifa.com/player/224309/joan-jordan-moreno/20/159586,Joan Jordán,Joan Jordán Moreno,24,1994-07-06,184,74,Spain,Sevilla FC,78,83,13500000,17000,"CM, CDM, CAM",Right,1,4,4,Medium/Medium,Lean,Yes,29400000,,SUB,24,,2019-07-04,2023,,,63,74,78,76,67,67,,,,,,,Argues with Officials,70,75,47,81,59,78,79,78,79,79,60,66,63,72,62,76,47,76,66,76,61,69,71,80,69,73,67,76,54,13,12,13,12,9,70+2,70+2,70+2,73+2,74+2,74+2,74+2,73+2,76+2,76+2,76+2,74+2,77+2,77+2,77+2,74+2,70+2,73+2,73+2,73+2,70+2,68+2,65+2,65+2,65+2,68+2
227234,https://sofifa.com/player/227234/lucas-tousart/20/159586,L. Tousart,Lucas Tousart,22,1997-04-29,185,83,France,Olympique Lyonnais,78,83,12500000,50000,CDM,Right,2,3,2,Low/High,Normal,No,24700000,,CDM,29,,2015-08-31,2023,,,62,53,66,64,79,83,,,,,,,Diver,56,42,76,77,43,60,36,45,68,71,64,60,59,75,68,76,81,85,82,58,85,82,51,67,48,68,77,82,74,11,15,16,10,15,62+2,62+2,62+2,61+2,63+2,63+2,63+2,61+2,64+2,64+2,64+2,64+2,70+2,70+2,70+2,64+2,73+2,77+2,77+2,77+2,73+2,74+2,78+2,78+2,78+2,74+2
231887,https://sofifa.com/player/231887/yusuf-yazici/20/159586,Y. Yazıcı,Yusuf Yazıcı,22,1997-01-29,183,74,Turkey,LOSC Lille,78,83,14000000,35000,"CAM, CM, RM",Left,1,4,4,High/Medium,Normal,No,27700000,,CAM,12,,2019-08-06,2024,SUB,11,75,74,78,81,47,74,,,,,,,"Beat Offside Trap, Selfish, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",78,71,68,79,72,83,83,76,74,80,73,76,78,72,83,83,55,85,72,76,71,40,74,79,60,75,38,54,45,10,12,5,13,7,75+2,75+2,75+2,77+2,76+2,76+2,76+2,77+2,77+2,77+2,77+2,77+2,74+2,74+2,74+2,77+2,65+2,63+2,63+2,63+2,65+2,62+2,57+2,57+2,57+2,62+2
199439,https://sofifa.com/player/199439/michael-gregoritsch/20/159586,M. Gregoritsch,Michael Gregoritsch,25,1994-04-18,193,87,Austria,FC Augsburg,78,82,13500000,26000,"CAM, ST",Left,2,3,4,High/Low,Normal,Yes,24000000,,CAM,11,,2017-07-05,2022,SUB,11,64,78,74,74,40,71,,,,,,,"Long Throw-in, Beat Offside Trap, Argues with Officials, Speed Dribbler (CPU AI Only)",65,77,71,77,75,75,83,79,71,78,62,66,65,78,52,84,50,69,79,80,58,33,78,74,64,65,36,40,38,10,6,9,16,6,76+2,76+2,76+2,73+2,75+2,75+2,75+2,73+2,75+2,75+2,75+2,73+2,71+2,71+2,71+2,73+2,58+2,58+2,58+2,58+2,58+2,55+2,52+2,52+2,52+2,55+2
203487,https://sofifa.com/player/203487/jamaal-lascelles/20/159586,J. Lascelles,Jamaal Lascelles,25,1993-11-11,188,89,England,Newcastle United,78,82,12000000,37000,CB,Right,1,3,2,Medium/High,Stocky,Yes,23700000,,CB,6,,2014-08-04,2024,,,59,28,51,57,78,80,,,,,,,"Avoids Using Weaker Foot, Long Passer (CPU AI Only)",46,23,79,65,33,50,29,16,57,64,57,61,67,75,51,40,85,69,84,27,83,78,23,40,19,73,79,77,76,10,15,7,10,15,49+2,49+2,49+2,49+2,48+2,48+2,48+2,49+2,50+2,50+2,50+2,52+2,56+2,56+2,56+2,52+2,67+2,70+2,70+2,70+2,67+2,69+2,77+2,77+2,77+2,69+2
203535,https://sofifa.com/player/203535/tonny-vilhena/20/159586,T. Vilhena,Tonny Emilio Trindade de Vilhena,24,1995-01-03,175,70,Netherlands,Netherlands,78,82,0,0,CM,Left,2,4,3,High/High,Stocky,No,,,,,,,,SUB,18,75,73,76,78,70,79,,,,,,,"Diver, Injury Prone, Argues with Officials",76,71,69,78,68,77,74,69,77,80,77,73,76,77,83,80,80,85,75,76,81,75,70,73,53,80,66,72,68,12,8,16,12,12,74+2,74+2,74+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,76+2,76+2,76+2,76+2,76+2,75+2,75+2,75+2,75+2,75+2,74+2,72+2,72+2,72+2,74+2
205192,https://sofifa.com/player/205192/denis-suarez-fernandez/20/159586,Denis Suárez,Denis Suárez Fernández,25,1994-01-06,176,69,Spain,RC Celta,78,82,13000000,25000,"CM, LM, RM",Right,2,3,3,Medium/Medium,Lean,Yes,28300000,,LM,6,,2019-07-01,2023,,,76,72,79,83,59,56,,,,,,,"Beat Offside Trap, Crowd Favourite",77,72,44,81,68,83,82,70,78,83,77,76,82,82,76,75,58,66,55,73,47,62,76,81,63,70,69,59,42,10,14,10,7,7,72+2,72+2,72+2,79+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,78+2,77+2,77+2,77+2,78+2,69+2,69+2,69+2,69+2,69+2,66+2,59+2,59+2,59+2,66+2
205193,https://sofifa.com/player/205193/karim-rekik/20/159586,K. Rekik,Karim Rekik,24,1994-12-02,186,84,Netherlands,Hertha BSC,78,82,12000000,24000,CB,Left,1,2,2,Medium/High,Normal,Yes,21300000,,LCB,4,,2017-07-01,2021,,,67,39,59,62,78,77,,,,,,,Injury Prone,43,33,77,72,35,57,35,35,69,67,65,68,65,74,64,60,77,67,78,31,85,73,41,59,41,71,77,80,84,9,9,14,14,9,56+2,56+2,56+2,56+2,57+2,57+2,57+2,56+2,59+2,59+2,59+2,59+2,64+2,64+2,64+2,59+2,69+2,73+2,73+2,73+2,69+2,71+2,77+2,77+2,77+2,71+2
207948,https://sofifa.com/player/207948/bertrand-traore/20/159586,B. Traoré,Bertrand Traoré,23,1995-09-06,181,73,Burkina Faso,Olympique Lyonnais,78,82,13500000,61000,"RW, ST, RM",Left,2,1,4,High/Medium,Lean,Yes,26700000,,RW,10,,2017-07-01,2022,,,87,73,71,83,43,66,,,,,,,"Beat Offside Trap, Selfish, Early Crosser, Speed Dribbler (CPU AI Only), Crowd Favourite",64,75,64,74,75,83,78,74,69,86,85,89,88,72,69,76,78,73,64,66,60,45,78,73,69,73,38,40,37,11,7,7,13,12,76+2,76+2,76+2,78+2,78+2,78+2,78+2,78+2,77+2,77+2,77+2,77+2,72+2,72+2,72+2,77+2,62+2,60+2,60+2,60+2,62+2,59+2,53+2,53+2,53+2,59+2
211382,https://sofifa.com/player/211382/ibrahim-amadou/20/159586,I. Amadou,Ibrahim Amadou,26,1993-04-06,184,81,France,Norwich City,78,82,12000000,46000,"CDM, CB",Right,2,3,3,Medium/High,Normal,No,,,SUB,24,Sevilla FC,,2020,,,71,55,66,72,76,81,,,,,,,Long Passer (CPU AI Only),56,45,65,76,52,72,61,32,73,73,69,73,66,76,66,75,83,82,80,62,80,81,52,65,51,67,74,81,70,6,7,11,14,14,64+2,64+2,64+2,65+2,66+2,66+2,66+2,65+2,67+2,67+2,67+2,67+2,71+2,71+2,71+2,67+2,73+2,76+2,76+2,76+2,73+2,73+2,76+2,76+2,76+2,73+2
212150,https://sofifa.com/player/212150/max-meyer/20/159586,M. Meyer,Max  Meyer,23,1995-09-18,173,68,Germany,Crystal Palace,78,82,13500000,48000,"CM, LM",Right,2,4,4,Medium/Medium,Lean,Yes,26700000,,LM,7,,2018-08-03,2021,,,67,62,79,83,65,65,,,,,,,Beat Offside Trap,74,63,37,84,60,83,74,69,75,82,75,61,89,76,88,60,60,76,53,60,80,70,72,80,60,78,71,66,62,8,12,13,11,14,66+2,66+2,66+2,75+2,73+2,73+2,73+2,75+2,77+2,77+2,77+2,76+2,77+2,77+2,77+2,76+2,72+2,73+2,73+2,73+2,72+2,69+2,65+2,65+2,65+2,69+2
212442,https://sofifa.com/player/212442/jose-pedro-malheiro-de-sa/20/159586,José Sá,José Pedro Malheiro de Sá,26,1993-01-17,192,85,Portugal,Olympiacos CFP,78,82,9500000,1000,GK,Right,1,2,1,Medium/Medium,Lean,No,20700000,,GK,1,,2019-05-21,2023,SUB,12,,,,,,,79,76,68,80,45,76,Acrobatic Clearance,18,15,14,30,17,17,12,21,20,20,42,48,62,76,40,51,70,34,72,18,20,18,17,55,11,32,14,19,15,79,76,68,76,80,,,,,,,,,,,,,,,,,,,,,,,,,,
213732,https://sofifa.com/player/213732/alexandr-selikhov/20/159586,A. Selikhov,Alexandr Selikhov,25,1994-04-07,188,85,Russia,Spartak Moscow,78,82,10000000,1000,GK,Right,1,4,1,Medium/Medium,Normal,No,22800000,,SUB,57,,2016-12-06,2021,,,,,,,,,79,81,78,75,41,77,Power Free-Kick,16,14,17,33,15,19,14,15,35,25,33,48,35,65,50,59,70,24,65,19,21,25,15,58,19,58,15,18,18,79,81,78,77,75,,,,,,,,,,,,,,,,,,,,,,,,,,
215716,https://sofifa.com/player/215716/aleksandar-mitrovic/20/159586,A. Mitrović,Aleksandar Mitrović,24,1994-09-16,187,82,Serbia,Fulham,78,82,13500000,45000,ST,Right,1,4,3,Medium/Medium,Stocky,Yes,26700000,#Strength,ST,9,,2018-07-30,2024,,,62,77,55,69,27,83,,,,,,,Long Passer (CPU AI Only),29,79,85,70,77,66,42,52,43,76,58,66,67,77,60,82,82,64,90,70,89,14,82,68,70,76,25,24,13,15,12,6,7,13,77+2,77+2,77+2,67+2,73+2,73+2,73+2,67+2,70+2,70+2,70+2,65+2,62+2,62+2,62+2,65+2,44+2,49+2,49+2,49+2,44+2,43+2,48+2,48+2,48+2,43+2
