TOP2,TOP3,TOP4,NXTOP2,NXTOP3,NXTOP4,N2XTOP2,N2XTOP3,N2XTOP4,LONGITUDE,LATITUDE,OBS,YIELD,N,N2,TOPO,BV,BV2,NXBV,BVXT2,BVXT3,BVXT4,BV2XT2,BV2XT3,BV2XT4,SAT,SAT2,NXSAT,SATXT2,SATXT3,SATXT4,SAT2XT2,SAT2XT3,SAT2XT4
0,0,1,0,0,29,0,0,841,-63.84666626,-33.05119961,504,58.49,29.00,841.00,4,183.160,33547.5856,5311.6400,0.000,0.000,183.160,0.000,0.000,33547.586,2.18,4.75,63.22,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,29,0,0,841,-63.84659541,-33.05121171,505,54.74,29.00,841.00,4,174.970,30614.5009,5074.1300,0.000,0.000,174.970,0.000,0.000,30614.501,2.18,4.75,63.22,0.00,0.00,2.18,0.00,0.00,4.75
0,1,0,0,29,0,0,841,0,-63.84652456,-33.05122381,506,54.94,29.00,841.00,3,170.520,29077.0704,4945.0800,0.000,170.520,0.000,0.000,29077.070,0.000,2.18,4.75,63.22,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,29,0,0,841,0,-63.84645370,-33.05123591,507,53.17,29.00,841.00,3,167.270,27979.2529,4850.8300,0.000,167.270,0.000,0.000,27979.253,0.000,2.18,4.75,63.22,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,29,0,0,841,0,-63.84638285,-33.05124801,508,48.86,29.00,841.00,3,170.140,28947.6196,4934.0600,0.000,170.140,0.000,0.000,28947.620,0.000,2.18,4.75,63.22,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,29,0,0,841,0,-63.84631200,-33.05126010,509,51.24,29.00,841.00,3,172.100,29618.4100,4990.9000,0.000,172.100,0.000,0.000,29618.410,0.000,2.18,4.75,63.22,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,29,0,0,841,0,-63.84624115,-33.05127220,510,48.43,29.00,841.00,3,182.530,33317.2009,5293.3700,0.000,182.530,0.000,0.000,33317.201,0.000,2.17,4.71,62.93,0.00,2.17,0.00,0.00,4.71,0.00
0,1,0,0,29,0,0,841,0,-63.84617029,-33.05128430,511,49.68,29.00,841.00,3,181.730,33025.7929,5270.1700,0.000,181.730,0.000,0.000,33025.793,0.000,2.13,4.54,61.77,0.00,2.13,0.00,0.00,4.54,0.00
0,1,0,0,29,0,0,841,0,-63.84609944,-33.05129640,512,52.50,29.00,841.00,3,186.730,34868.0929,5415.1700,0.000,186.730,0.000,0.000,34868.093,0.000,2.13,4.54,61.77,0.00,2.13,0.00,0.00,4.54,0.00
0,1,0,0,29,0,0,841,0,-63.84602859,-33.05130850,513,50.60,29.00,841.00,3,186.200,34670.4400,5399.8000,0.000,186.200,0.000,0.000,34670.440,0.000,2.13,4.54,61.77,0.00,2.13,0.00,0.00,4.54,0.00
0,1,0,0,29,0,0,841,0,-63.84595774,-33.05132059,514,53.84,29.00,841.00,3,180.230,32482.8529,5226.6700,0.000,180.230,0.000,0.000,32482.853,0.000,2.13,4.54,61.77,0.00,2.13,0.00,0.00,4.54,0.00
0,1,0,0,29,0,0,841,0,-63.84588689,-33.05133269,515,47.67,29.00,841.00,3,184.240,33944.3776,5342.9600,0.000,184.240,0.000,0.000,33944.378,0.000,2.13,4.54,61.77,0.00,2.13,0.00,0.00,4.54,0.00
0,1,0,0,29,0,0,841,0,-63.84581603,-33.05134479,516,79.58,29.00,841.00,3,189.370,35860.9969,5491.7300,0.000,189.370,0.000,0.000,35860.997,0.000,2.13,4.54,61.77,0.00,2.13,0.00,0.00,4.54,0.00
0,1,0,0,29,0,0,841,0,-63.84574518,-33.05135689,517,62.93,29.00,841.00,3,199.980,39992.0004,5799.4200,0.000,199.980,0.000,0.000,39992.000,0.000,2.13,4.54,61.77,0.00,2.13,0.00,0.00,4.54,0.00
0,1,0,0,29,0,0,841,0,-63.84567433,-33.05136898,518,49.26,29.00,841.00,3,187.830,35280.1089,5447.0700,0.000,187.830,0.000,0.000,35280.109,0.000,2.13,4.54,61.77,0.00,2.13,0.00,0.00,4.54,0.00
0,1,0,0,29,0,0,841,0,-63.84560348,-33.05138108,519,31.23,29.00,841.00,3,185.660,34469.6356,5384.1400,0.000,185.660,0.000,0.000,34469.636,0.000,2.15,4.62,62.35,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,29,0,0,841,0,-63.84553262,-33.05139318,520,50.91,29.00,841.00,3,190.030,36111.4009,5510.8700,0.000,190.030,0.000,0.000,36111.401,0.000,2.15,4.62,62.35,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,29,0,0,841,0,-63.84546177,-33.05140528,521,48.11,29.00,841.00,3,185.950,34577.4025,5392.5500,0.000,185.950,0.000,0.000,34577.402,0.000,2.15,4.62,62.35,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,29,0,0,841,0,-63.84539092,-33.05141737,522,49.70,29.00,841.00,3,191.350,36614.8225,5549.1500,0.000,191.350,0.000,0.000,36614.823,0.000,2.15,4.62,62.35,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,29,0,0,841,0,-63.84532007,-33.05142947,523,52.42,29.00,841.00,3,191.630,36722.0569,5557.2700,0.000,191.630,0.000,0.000,36722.057,0.000,2.15,4.62,62.35,0.00,2.15,0.00,0.00,4.62,0.00
1,0,0,29,0,0,841,0,0,-63.84524921,-33.05144157,524,48.59,29.00,841.00,2,188.330,35468.1889,5461.5700,188.330,0.000,0.000,35468.189,0.000,0.000,2.17,4.71,62.93,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84517836,-33.05145367,525,52.21,29.00,841.00,2,188.720,35615.2384,5472.8800,188.720,0.000,0.000,35615.238,0.000,0.000,2.17,4.71,62.93,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84510751,-33.05146576,526,57.05,29.00,841.00,2,186.050,34614.6025,5395.4500,186.050,0.000,0.000,34614.603,0.000,0.000,2.17,4.71,62.93,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84503666,-33.05147786,527,59.16,29.00,841.00,2,180.170,32461.2289,5224.9300,180.170,0.000,0.000,32461.229,0.000,0.000,2.17,4.71,62.93,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84496580,-33.05148996,528,59.56,29.00,841.00,2,178.270,31780.1929,5169.8300,178.270,0.000,0.000,31780.193,0.000,0.000,2.19,4.80,63.51,2.19,0.00,0.00,4.80,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84489495,-33.05150206,529,61.61,29.00,841.00,2,178.930,32015.9449,5188.9700,178.930,0.000,0.000,32015.945,0.000,0.000,2.18,4.75,63.22,2.18,0.00,0.00,4.75,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84482410,-33.05151415,530,65.63,29.00,841.00,2,175.190,30691.5361,5080.5100,175.190,0.000,0.000,30691.536,0.000,0.000,2.17,4.71,62.93,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84475325,-33.05152625,531,65.18,29.00,841.00,2,173.520,30109.1904,5032.0800,173.520,0.000,0.000,30109.190,0.000,0.000,2.17,4.71,62.93,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84468239,-33.05153835,532,68.58,29.00,841.00,2,169.350,28679.4225,4911.1500,169.350,0.000,0.000,28679.423,0.000,0.000,2.19,4.80,63.51,2.19,0.00,0.00,4.80,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84461154,-33.05155044,533,68.38,29.00,841.00,2,171.270,29333.4129,4966.8300,171.270,0.000,0.000,29333.413,0.000,0.000,2.23,4.97,64.67,2.23,0.00,0.00,4.97,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84454069,-33.05156254,534,65.31,29.00,841.00,2,172.050,29601.2025,4989.4500,172.050,0.000,0.000,29601.202,0.000,0.000,2.23,4.97,64.67,2.23,0.00,0.00,4.97,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84446984,-33.05157464,535,65.20,29.00,841.00,2,171.150,29292.3225,4963.3500,171.150,0.000,0.000,29292.322,0.000,0.000,2.23,4.97,64.67,2.23,0.00,0.00,4.97,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84439898,-33.05158673,536,64.11,29.00,841.00,2,172.140,29632.1796,4992.0600,172.140,0.000,0.000,29632.180,0.000,0.000,2.21,4.88,64.09,2.21,0.00,0.00,4.88,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84432813,-33.05159883,537,67.15,29.00,841.00,2,174.330,30390.9489,5055.5700,174.330,0.000,0.000,30390.949,0.000,0.000,2.17,4.71,62.93,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84425728,-33.05161093,538,66.41,29.00,841.00,2,175.930,30951.3649,5101.9700,175.930,0.000,0.000,30951.365,0.000,0.000,2.17,4.71,62.93,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84418643,-33.05162303,539,70.55,29.00,841.00,2,167.870,28180.3369,4868.2300,167.870,0.000,0.000,28180.337,0.000,0.000,2.17,4.71,62.93,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84411557,-33.05163512,540,70.81,29.00,841.00,2,169.370,28686.1969,4911.7300,169.370,0.000,0.000,28686.197,0.000,0.000,2.17,4.71,62.93,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84404472,-33.05164722,541,66.62,29.00,841.00,2,166.750,27805.5625,4835.7500,166.750,0.000,0.000,27805.563,0.000,0.000,2.20,4.84,63.80,2.20,0.00,0.00,4.84,0.00,0.00
1,0,0,29,0,0,841,0,0,-63.84397387,-33.05165932,542,67.81,29.00,841.00,2,160.680,25818.0624,4659.7200,160.680,0.000,0.000,25818.062,0.000,0.000,2.23,4.97,64.67,2.23,0.00,0.00,4.97,0.00,0.00
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84390301,-33.05167141,543,68.09,29.00,841.00,1,166.230,27632.4129,4820.6700,-166.230,-166.230,-166.230,-27632.413,-27632.413,-27632.413,2.23,4.97,64.67,-2.23,-2.23,-2.23,-4.97,-4.97,-4.97
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84383216,-33.05168351,544,66.48,29.00,841.00,1,172.850,29877.1225,5012.6500,-172.850,-172.850,-172.850,-29877.123,-29877.123,-29877.123,2.23,4.97,64.67,-2.23,-2.23,-2.23,-4.97,-4.97,-4.97
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84376131,-33.05169561,545,62.84,29.00,841.00,1,167.750,28140.0625,4864.7500,-167.750,-167.750,-167.750,-28140.063,-28140.063,-28140.063,2.20,4.84,63.80,-2.20,-2.20,-2.20,-4.84,-4.84,-4.84
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84369046,-33.05170770,546,65.44,29.00,841.00,1,168.080,28250.8864,4874.3200,-168.080,-168.080,-168.080,-28250.886,-28250.886,-28250.886,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84361960,-33.05171980,547,71.22,29.00,841.00,1,168.160,28277.7856,4876.6400,-168.160,-168.160,-168.160,-28277.786,-28277.786,-28277.786,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84354875,-33.05173189,548,68.96,29.00,841.00,1,161.670,26137.1889,4688.4300,-161.670,-161.670,-161.670,-26137.189,-26137.189,-26137.189,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84347790,-33.05174399,549,66.24,29.00,841.00,1,170.290,28998.6841,4938.4100,-170.290,-170.290,-170.290,-28998.684,-28998.684,-28998.684,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84340704,-33.05175609,550,73.57,29.00,841.00,1,168.970,28550.8609,4900.1300,-168.970,-168.970,-168.970,-28550.861,-28550.861,-28550.861,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84333619,-33.05176818,551,68.05,29.00,841.00,1,167.630,28099.8169,4861.2700,-167.630,-167.630,-167.630,-28099.817,-28099.817,-28099.817,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84326534,-33.05178028,552,69.78,29.00,841.00,1,169.170,28618.4889,4905.9300,-169.170,-169.170,-169.170,-28618.489,-28618.489,-28618.489,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84319448,-33.05179238,553,66.83,29.00,841.00,1,158.860,25236.4996,4606.9400,-158.860,-158.860,-158.860,-25236.500,-25236.500,-25236.500,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84312363,-33.05180447,554,68.85,29.00,841.00,1,163.600,26764.9600,4744.4000,-163.600,-163.600,-163.600,-26764.960,-26764.960,-26764.960,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84305278,-33.05181657,555,68.14,29.00,841.00,1,160.820,25863.0724,4663.7800,-160.820,-160.820,-160.820,-25863.072,-25863.072,-25863.072,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84298193,-33.05182867,556,66.51,29.00,841.00,1,162.230,26318.5729,4704.6700,-162.230,-162.230,-162.230,-26318.573,-26318.573,-26318.573,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84291107,-33.05184076,557,68.99,29.00,841.00,1,162.810,26507.0961,4721.4900,-162.810,-162.810,-162.810,-26507.096,-26507.096,-26507.096,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84284022,-33.05185286,558,68.58,29.00,841.00,1,165.690,27453.1761,4805.0100,-165.690,-165.690,-165.690,-27453.176,-27453.176,-27453.176,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84276937,-33.05186495,559,73.37,29.00,841.00,1,165.370,27347.2369,4795.7300,-165.370,-165.370,-165.370,-27347.237,-27347.237,-27347.237,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84269851,-33.05187705,560,79.53,29.00,841.00,1,165.370,27347.2369,4795.7300,-165.370,-165.370,-165.370,-27347.237,-27347.237,-27347.237,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84262766,-33.05188915,561,74.06,29.00,841.00,1,160.420,25734.5764,4652.1800,-160.420,-160.420,-160.420,-25734.576,-25734.576,-25734.576,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84255681,-33.05190124,562,69.72,29.00,841.00,1,169.100,28594.8100,4903.9000,-169.100,-169.100,-169.100,-28594.810,-28594.810,-28594.810,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84248595,-33.05191334,563,70.34,29.00,841.00,1,172.140,29632.1796,4992.0600,-172.140,-172.140,-172.140,-29632.180,-29632.180,-29632.180,2.16,4.67,62.64,-2.16,-2.16,-2.16,-4.67,-4.67,-4.67
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84241510,-33.05192543,564,72.24,29.00,841.00,1,176.030,30986.5609,5104.8700,-176.030,-176.030,-176.030,-30986.561,-30986.561,-30986.561,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84234425,-33.05193753,565,81.32,29.00,841.00,1,183.230,33573.2329,5313.6700,-183.230,-183.230,-183.230,-33573.233,-33573.233,-33573.233,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84227339,-33.05194962,566,78.64,29.00,841.00,1,171.620,29453.4244,4976.9800,-171.620,-171.620,-171.620,-29453.424,-29453.424,-29453.424,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84220254,-33.05196172,567,79.75,29.00,841.00,1,165.530,27400.1809,4800.3700,-165.530,-165.530,-165.530,-27400.181,-27400.181,-27400.181,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84213169,-33.05197382,568,76.28,29.00,841.00,1,169.110,28598.1921,4904.1900,-169.110,-169.110,-169.110,-28598.192,-28598.192,-28598.192,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84206083,-33.05198591,569,77.93,29.00,841.00,1,171.400,29377.9600,4970.6000,-171.400,-171.400,-171.400,-29377.960,-29377.960,-29377.960,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-29,-29,-29,-841,-841,-841,-63.84198998,-33.05199801,570,78.88,29.00,841.00,1,166.710,27792.2241,4834.5900,-166.710,-166.710,-166.710,-27792.224,-27792.224,-27792.224,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
0,0,1,0,0,132,0,0,17292,-63.84877744,-33.05077698,571,79.58,131.50,17292.25,4,161.980,26237.5204,21300.3700,0.000,0.000,161.980,0.000,0.000,26237.520,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84870659,-33.05078908,572,78.04,131.50,17292.25,4,167.980,28217.2804,22089.3700,0.000,0.000,167.980,0.000,0.000,28217.280,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84863574,-33.05080118,573,80.64,131.50,17292.25,4,159.730,25513.6729,21004.4950,0.000,0.000,159.730,0.000,0.000,25513.673,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84856489,-33.05081328,574,86.93,131.50,17292.25,4,167.220,27962.5284,21989.4300,0.000,0.000,167.220,0.000,0.000,27962.528,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84849404,-33.05082538,575,79.40,131.50,17292.25,4,164.980,27218.4004,21694.8700,0.000,0.000,164.980,0.000,0.000,27218.400,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84842319,-33.05083748,576,87.31,131.50,17292.25,4,171.110,29278.6321,22500.9650,0.000,0.000,171.110,0.000,0.000,29278.632,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84835234,-33.05084958,577,74.04,131.50,17292.25,4,174.090,30307.3281,22892.8350,0.000,0.000,174.090,0.000,0.000,30307.328,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84828148,-33.05086168,578,75.17,131.50,17292.25,4,176.070,31000.6449,23153.2050,0.000,0.000,176.070,0.000,0.000,31000.645,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84821063,-33.05087378,579,73.95,131.50,17292.25,4,175.300,30730.0900,23051.9500,0.000,0.000,175.300,0.000,0.000,30730.090,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84813978,-33.05088587,580,80.79,131.50,17292.25,4,175.900,30940.8100,23130.8500,0.000,0.000,175.900,0.000,0.000,30940.810,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84806893,-33.05089797,581,73.86,131.50,17292.25,4,168.960,28547.4816,22218.2400,0.000,0.000,168.960,0.000,0.000,28547.482,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84799808,-33.05091007,582,76.10,131.50,17292.25,4,173.590,30133.4881,22827.0850,0.000,0.000,173.590,0.000,0.000,30133.488,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84792723,-33.05092217,583,78.16,131.50,17292.25,4,170.720,29145.3184,22449.6800,0.000,0.000,170.720,0.000,0.000,29145.318,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84785637,-33.05093427,584,76.58,131.50,17292.25,4,172.540,29770.0516,22689.0100,0.000,0.000,172.540,0.000,0.000,29770.052,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84778552,-33.05094637,585,75.28,131.50,17292.25,4,176.710,31226.4241,23237.3650,0.000,0.000,176.710,0.000,0.000,31226.424,2.15,4.62,282.72,0.00,0.00,2.15,0.00,0.00,4.62
0,0,1,0,0,132,0,0,17292,-63.84771467,-33.05095847,586,75.13,131.50,17292.25,4,183.070,33514.6249,24073.7050,0.000,0.000,183.070,0.000,0.000,33514.625,2.15,4.62,282.72,0.00,0.00,2.15,0.00,0.00,4.62
0,0,1,0,0,132,0,0,17292,-63.84764382,-33.05097057,587,79.56,131.50,17292.25,4,177.470,31495.6009,23337.3050,0.000,0.000,177.470,0.000,0.000,31495.601,2.15,4.62,282.72,0.00,0.00,2.15,0.00,0.00,4.62
0,0,1,0,0,132,0,0,17292,-63.84757297,-33.05098266,588,74.82,131.50,17292.25,4,176.950,31311.3025,23268.9250,0.000,0.000,176.950,0.000,0.000,31311.303,2.15,4.62,282.72,0.00,0.00,2.15,0.00,0.00,4.62
0,0,1,0,0,132,0,0,17292,-63.84750212,-33.05099476,589,68.07,131.50,17292.25,4,172.410,29725.2081,22671.9150,0.000,0.000,172.410,0.000,0.000,29725.208,2.15,4.62,282.72,0.00,0.00,2.15,0.00,0.00,4.62
0,0,1,0,0,132,0,0,17292,-63.84743126,-33.05100686,590,74.94,131.50,17292.25,4,178.480,31855.1104,23470.1200,0.000,0.000,178.480,0.000,0.000,31855.110,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84736041,-33.05101896,591,72.22,131.50,17292.25,4,174.850,30572.5225,22992.7750,0.000,0.000,174.850,0.000,0.000,30572.522,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84728956,-33.05103106,592,71.56,131.50,17292.25,4,176.950,31311.3025,23268.9250,0.000,0.000,176.950,0.000,0.000,31311.303,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84721871,-33.05104316,593,72.31,131.50,17292.25,4,174.390,30411.8721,22932.2850,0.000,0.000,174.390,0.000,0.000,30411.872,2.18,4.75,286.67,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,132,0,0,17292,-63.84714786,-33.05105526,594,71.30,131.50,17292.25,4,174.340,30394.4356,22925.7100,0.000,0.000,174.340,0.000,0.000,30394.436,2.24,5.02,294.56,0.00,0.00,2.24,0.00,0.00,5.02
0,0,1,0,0,132,0,0,17292,-63.84707701,-33.05106735,595,70.65,131.50,17292.25,4,176.580,31180.4964,23220.2700,0.000,0.000,176.580,0.000,0.000,31180.496,2.24,5.02,294.56,0.00,0.00,2.24,0.00,0.00,5.02
0,0,1,0,0,132,0,0,17292,-63.84700615,-33.05107945,596,66.87,131.50,17292.25,4,176.830,31268.8489,23253.1450,0.000,0.000,176.830,0.000,0.000,31268.849,2.24,5.02,294.56,0.00,0.00,2.24,0.00,0.00,5.02
0,0,1,0,0,132,0,0,17292,-63.84693530,-33.05109155,597,66.27,131.50,17292.25,4,175.880,30933.7744,23128.2200,0.000,0.000,175.880,0.000,0.000,30933.774,2.24,5.02,294.56,0.00,0.00,2.24,0.00,0.00,5.02
0,0,1,0,0,132,0,0,17292,-63.84686445,-33.05110365,598,64.75,131.50,17292.25,4,176.940,31307.7636,23267.6100,0.000,0.000,176.940,0.000,0.000,31307.764,2.22,4.93,291.93,0.00,0.00,2.22,0.00,0.00,4.93
0,0,1,0,0,132,0,0,17292,-63.84679360,-33.05111575,599,70.95,131.50,17292.25,4,182.120,33167.6944,23948.7800,0.000,0.000,182.120,0.000,0.000,33167.694,2.21,4.88,290.62,0.00,0.00,2.21,0.00,0.00,4.88
0,0,1,0,0,132,0,0,17292,-63.84672275,-33.05112785,600,65.28,131.50,17292.25,4,183.270,33587.8929,24100.0050,0.000,0.000,183.270,0.000,0.000,33587.893,2.21,4.88,290.62,0.00,0.00,2.21,0.00,0.00,4.88
0,0,1,0,0,132,0,0,17292,-63.84665189,-33.05113994,601,61.84,131.50,17292.25,4,184.480,34032.8704,24259.1200,0.000,0.000,184.480,0.000,0.000,34032.870,2.21,4.88,290.62,0.00,0.00,2.21,0.00,0.00,4.88
0,0,1,0,0,132,0,0,17292,-63.84658104,-33.05115204,602,65.15,131.50,17292.25,4,177.490,31502.7001,23339.9350,0.000,0.000,177.490,0.000,0.000,31502.700,2.19,4.80,287.99,0.00,0.00,2.19,0.00,0.00,4.80
0,1,0,0,132,0,0,17292,0,-63.84651019,-33.05116414,603,60.61,131.50,17292.25,3,174.080,30303.8464,22891.5200,0.000,174.080,0.000,0.000,30303.846,0.000,2.18,4.75,286.67,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,132,0,0,17292,0,-63.84643934,-33.05117624,604,60.84,131.50,17292.25,3,173.640,30150.8496,22833.6600,0.000,173.640,0.000,0.000,30150.850,0.000,2.18,4.75,286.67,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,132,0,0,17292,0,-63.84636849,-33.05118834,605,58.82,131.50,17292.25,3,169.190,28625.2561,22248.4850,0.000,169.190,0.000,0.000,28625.256,0.000,2.18,4.75,286.67,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,132,0,0,17292,0,-63.84629763,-33.05120044,606,59.14,131.50,17292.25,3,172.980,29922.0804,22746.8700,0.000,172.980,0.000,0.000,29922.080,0.000,2.18,4.75,286.67,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,132,0,0,17292,0,-63.84622678,-33.05121253,607,59.07,131.50,17292.25,3,181.800,33051.2400,23906.7000,0.000,181.800,0.000,0.000,33051.240,0.000,2.17,4.71,285.36,0.00,2.17,0.00,0.00,4.71,0.00
